id_avis,date,source,produit,texte,sentiment,note,langue
AV0721,2026-04-15,email,SmartPhone Y,Le produit ne fonctionne déjà plus.,negatif,1,fr
AV0722,2026-01-31,réseaux_sociaux,SmartPhone X,Très satisfait de mon achat 👍,positif,4,fr
AV0723,2026-04-03,web,SmartPhone Y,La batterie tient vraiment bien et l'écran est superbe. #avis,positif,5,fr
AV0724,2026-04-19,réseaux_sociaux,SmartWatch Pro,"Très bonne expérience, simple et efficace.",positif,5,fr
AV0725,2026-05-22,réseaux_sociaux,Écouteurs AirSound,"Je recommande vivement, tout fonctionne parfaitement. #avis",positif,5,fr
AV0726,2026-05-28,email,Ordinateur NovaBook,"Très bonne expérience, simple et efficace. 😊",positif,5,fr
AV0727,2026-04-25,mobile,SmartPhone X,"Très  bon  produit,  la  qualité  est  au  rendez-vous.",positif,5,fr
AV0728,2026-06-07,web,SmartPhone Y,La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr
AV0729,2026-05-01,réseaux_sociaux,Écouteurs AirSound,"Très bon produit, la qualité est au rendez-vous. !!!",positif,4,fr
AV0730,2026-01-21,réseaux_sociaux,SmartPhone X,"@client Je recommande vivement, tout fonctionne parfaitement.",positif,5,fr
AV0731,2026-03-15,réseaux_sociaux,SmartPhone X,"Je viens de recevoir le produit, à voir dans le temps.",neutre,3,fr
AV0732,2026-01-03,mobile,Ordinateur NovaBook,Qualité décevante pour ce prix. https://example.com/commande/732,negatif,1,fr
AV0733,2026-01-09,réseaux_sociaux,Tablette TabPlus,Le  produit  ne  fonctionne  déjà  plus.,negatif,2,fr
AV0734,2026-06-22,web,SmartWatch Pro,Très satisfait de mon achat 👍 !!!,positif,5,fr
AV0735,2026-03-12,sav,SmartWatch Pro,LIVRAISON RAPIDE ET PRODUIT CONFORME À MES ATTENTES.,positif,4,fr
AV0736,2026-05-13,web,Ordinateur NovaBook,"Je  viens  de  recevoir  le  produit,  à  voir  dans  le  temps.",neutre,3,fr
AV0737,2026-07-05,réseaux_sociaux,Tablette TabPlus,"Je viens de recevoir le produit, à voir dans le temps. 😊",neutre,3,fr
AV0738,2026-04-27,sav,Tablette TabPlus,"Je  recommande  vivement,  tout  fonctionne  parfaitement.",positif,5,fr
AV0739,2026-01-28,réseaux_sociaux,SmartPhone X,Service client réactif et commande reçue rapidement.,positif,5,fr
AV0740,2026-03-07,réseaux_sociaux,Tablette TabPlus,"Très bon produit, la qualité est au rendez-vous.",positif,5,fr
AV0741,2026-07-17,mobile,SmartWatch Pro,Service client réactif et commande reçue rapidement. https://example.com/commande/741,positif,5,fr
AV0742,2026-05-04,web,SmartWatch Pro,Qualité décevante pour ce prix.,negatif,2,fr
AV0743,2026-04-16,email,Tablette TabPlus,"@client Je recommande vivement, tout fonctionne parfaitement.",positif,5,fr
AV0744,2026-01-24,sav,Ordinateur NovaBook,"Je recommande vivement, tout fonctionne parfaitement. 😊",positif,5,fr
AV0745,2026-08-27,mobile,Écouteurs AirSound,Le produit correspond globalement à la description.,neutre,3,fr
AV0746,2026-02-16,mobile,Écouteurs AirSound,Très satisfait de mon achat 👍 😊,positif,5,fr
AV0747,2026-08-12,email,SmartPhone Y,La  qualité  est  correcte  sans  être  exceptionnelle.,neutre,3,fr
AV0748,2026-02-09,web,SmartPhone X,@client Très satisfait de mon achat 👍,positif,5,fr
AV0749,2026-07-15,réseaux_sociaux,SmartPhone X,Qualité décevante pour ce prix.,negatif,2,fr
AV0750,2026-05-07,réseaux_sociaux,SmartWatch Pro,"@client Je viens de recevoir le produit, à voir dans le temps.",neutre,3,fr
AV0751,2026-07-12,réseaux_sociaux,SmartPhone Y,Service  client  réactif  et  commande  reçue  rapidement.,positif,5,fr
AV0752,2026-01-09,réseaux_sociaux,SmartWatch Pro,Excellent rapport qualité-prix.,positif,5,fr
AV0753,2026-06-28,réseaux_sociaux,Écouteurs AirSound,EXCELLENT RAPPORT QUALITÉ-PRIX.,positif,5,fr
AV0754,2026-04-08,réseaux_sociaux,SmartPhone X,"Produit  excellent,  je  suis  très  satisfait.",positif,4,fr
AV0755,2026-03-09,mobile,SmartWatch Pro,Livraison rapide et produit conforme à mes attentes.,positif,5,fr
AV0756,2026-05-08,sav,SmartPhone Y,La batterie tient vraiment bien et l'écran est superbe. !!!,positif,5,fr
AV0757,2026-03-13,sav,SmartPhone Y,La batterie tient vraiment bien et l'écran est superbe. #avis,positif,5,fr
AV0758,2026-07-25,mobile,Tablette TabPlus,"Très bon produit, la qualité est au rendez-vous. 😊",positif,5,fr
AV0759,2026-07-24,mobile,Écouteurs AirSound,"Je recommande vivement, tout fonctionne parfaitement. !!!",positif,5,fr
AV0760,2026-02-04,réseaux_sociaux,Tablette TabPlus,L'utilisation est assez simple. https://example.com/commande/760,neutre,3,fr
AV0761,2026-05-24,réseaux_sociaux,SmartPhone X,Produit correct pour son prix. 😊,neutre,3,fr
AV0762,2026-07-28,email,Écouteurs AirSound,"Produit  excellent,  je  suis  très  satisfait.",positif,5,fr
AV0763,2026-03-08,email,SmartWatch Pro,@client L'utilisation est assez simple.,neutre,3,fr
AV0764,2026-04-16,web,SmartWatch Pro,La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr
AV0765,2026-02-14,email,SmartWatch Pro,La livraison a été trèèès longue.,negatif,2,fr
AV0766,2026-04-08,réseaux_sociaux,SmartWatch Pro,EXCELLENT RAPPORT QUALITÉ-PRIX.,positif,5,fr
AV0767,2026-04-18,réseaux_sociaux,Tablette TabPlus,@client Livraison rapide et produit conforme à mes attentes.,positif,5,fr
AV0768,2026-03-29,mobile,SmartWatch Pro,"Très bon produit, la qualité est au rendez-vous. !!!",positif,4,fr
AV0769,2026-03-11,sav,SmartWatch Pro,"Très bonne expérience, simple et efficace. #avis",positif,5,fr
AV0770,2026-02-12,mobile,SmartPhone X,L'utilisation est assez simple. #avis,neutre,4,fr
AV0771,2026-02-23,mobile,Écouteurs AirSound,"TRÈS BONNE EXPÉRIENCE, SIMPLE ET EFFICACE.",positif,5,fr
AV0772,2026-01-14,web,Écouteurs AirSound,Excellent rapport qualité-prix.,positif,4,fr
AV0773,2026-06-08,mobile,SmartPhone X,"Très bon produit, la qualité est au rendez-vous. 😊",positif,4,fr
AV0774,2026-03-05,email,Écouteurs AirSound,Produit  correct  pour  son  prix.,neutre,3,fr
AV0775,2026-01-08,web,Ordinateur NovaBook,"Produit parfait, rien à signaler. !!!",positif,5,fr
AV0776,2026-08-11,réseaux_sociaux,SmartWatch Pro,Excellent rapport qualité-prix. https://example.com/commande/776,positif,5,fr
AV0777,2026-06-01,réseaux_sociaux,Écouteurs AirSound,Produit      correct    pour     son prix.,positif,5,fr
AV0778,2026-03-21,email,Écouteurs AirSound,"Produit parfait, rien à signaler.",positif,5,fr
AV0779,2026-04-04,sav,SmartWatch Pro,Excellent rapport qualité-prix. 😊,positif,4,fr
AV0780,2026-07-28,mobile,SmartWatch Pro,"Produit excellent, je suis trèèès satisfait.",positif,4,fr
AV0781,2026-03-18,web,Écouteurs AirSound,Excellent rapport qualité-prix. https://example.com/commande/781,positif,4,fr
AV0782,2026-05-21,email,SmartPhone Y,,neutre,4,fr
AV0783,2026-02-11,sav,Écouteurs AirSound,Service  client  réactif  et  commande  reçue  rapidement.,positif,5,fr
AV0784,2026-05-13,réseaux_sociaux,Ordinateur NovaBook,Service  client  réactif  et  commande  reçue  rapidement.,positif,4,fr
AV0785,2026-07-27,email,Écouteurs AirSound,La qualité est correcte sans être exceptionnelle.,neutre,3,fr
AV0786,2026-03-16,web,Ordinateur NovaBook,Livraison rapide et produit conforme à mes attentes. !!!,positif,4,fr
AV0787,2026-02-18,email,SmartPhone X,"Très bonne expérience, simple et efficace. https://example.com/commande/787",positif,5,fr
AV0788,2026-03-14,email,SmartPhone Y,LIVRAISON RAPIDE ET PRODUIT CONFORME À MES ATTENTES.,positif,4,fr
AV0789,2026-01-24,mobile,SmartPhone X,Le  produit  correspond  globalement  à  la  description.,neutre,4,fr
AV0790,2026-07-21,sav,SmartWatch Pro,Service client réactif et commande reçue rapidement. 😊,positif,5,fr
AV0791,2026-08-04,mobile,SmartPhone X,LA BATTERIE TIENT VRAIMENT BIEN ET L'ÉCRAN EST SUPERBE.,positif,4,fr
AV0792,2026-05-01,mobile,SmartPhone Y,"Très bon produit, la qualité est au rendez-vous.",positif,5,fr
AV0793,2026-02-01,mobile,Écouteurs AirSound,Le service client n'a pas répondu à ma demande.,negatif,2,fr
AV0794,2026-02-20,sav,Ordinateur NovaBook,La livraison s'est déroulée normalement.,neutre,3,fr
AV0795,2026-05-02,sav,Ordinateur NovaBook,La  qualité  est  correcte  sans  être  exceptionnelle.,neutre,4,fr
AV0796,2026-07-10,réseaux_sociaux,Tablette TabPlus,"Produit reçu endommagé, je suis mécontent.",negatif,2,fr
AV0797,2026-04-03,web,Ordinateur NovaBook,"Très  bonne  expérience,  simple  et  efficace.",positif,5,fr
AV0798,2026-03-25,web,SmartPhone Y,"Je recommande vivement, tout fonctionne parfaitement. #avis",positif,4,fr
AV0799,2026-07-22,mobile,SmartPhone X,Le produit correspond globalement à la description. #avis,neutre,4,fr
AV0800,2026-04-06,web,SmartPhone Y,Qualité décevante pour ce prix. !!!,negatif,2,fr
AV0801,2026-08-27,web,SmartPhone X,@client Très satisfait de mon achat 👍,positif,4,fr
AV0802,2026-02-02,sav,SmartPhone Y,"PRODUIT PARFAIT, RIEN À SIGNALER.",positif,5,fr
AV0803,2026-01-06,sav,SmartWatch Pro,Excellent  rapport  qualité-prix.,positif,5,fr
AV0804,2026-06-30,sav,Tablette TabPlus,Le produit correspond globalement à la description. https://example.com/commande/804,neutre,3,fr
AV0805,2026-05-20,email,SmartWatch Pro,"Je recommande vivement, tout fonctionne parfaitement. !!!",positif,5,fr
AV0806,2026-02-11,web,Tablette TabPlus,"Je viens de recevoir le produit, à voir dans le temps.",neutre,3,fr
AV0807,2026-04-04,sav,SmartPhone X,"Très bonne expérience, simple et efficace.",positif,5,fr
AV0808,2026-08-15,web,Tablette TabPlus,L'utilisation est assez simple. !!!,neutre,4,fr
AV0809,2026-07-04,web,Ordinateur NovaBook,@client La livraison a été très longue.,negatif,2,fr
AV0810,2026-06-24,sav,Tablette TabPlus,La livraison a été trèèès longue.,negatif,2,fr
AV0811,2026-06-14,email,SmartPhone X,La batterie tient vraiment bien et l'écran est superbe. #avis,positif,5,fr
AV0812,2026-02-15,web,SmartPhone Y,"Produit excellent, je suis très satisfait. !!!",positif,4,fr
AV0813,2026-05-27,sav,Ordinateur NovaBook,"Très bon produit, la qualité est au rendez-vous.",positif,5,fr
AV0814,2026-02-26,réseaux_sociaux,Ordinateur NovaBook,"@client Produit excellent, je suis très satisfait.",positif,5,fr
AV0815,2026-04-30,web,SmartWatch Pro,EXCELLENT RAPPORT QUALITÉ-PRIX.,positif,5,fr
AV0816,2026-07-30,réseaux_sociaux,SmartWatch Pro,La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr
AV0817,2026-02-25,réseaux_sociaux,SmartPhone X,"TRÈS BONNE EXPÉRIENCE, SIMPLE ET EFFICACE.",positif,4,fr
AV0818,2026-02-18,mobile,Tablette TabPlus,"Produit parfait, rien à signaler. #avis",positif,5,fr
AV0819,2026-05-23,réseaux_sociaux,Écouteurs AirSound,La qualité est correcte sans être exceptionnelle. !!!,neutre,4,fr
AV0820,2026-06-22,sav,Ordinateur NovaBook,"@client Je viens de recevoir le produit, à voir dans le temps.",neutre,4,fr
AV0821,2026-05-21,sav,Tablette TabPlus,La livraison s'est déroulée normalement. !!!,neutre,3,fr
AV0822,2026-08-27,email,SmartWatch Pro,"Produit parfait, rien à signaler. https://example.com/commande/822",positif,5,fr
AV0823,2026-07-15,sav,Ordinateur NovaBook,La batterie tient vraiment bien et l'écran est superbe. #avis,positif,5,fr
AV0824,2026-02-24,sav,Tablette TabPlus,Très satisfait de mon achat 👍,positif,5,fr
AV0825,2026-04-25,sav,SmartPhone X,"Mauvaise expérience, je ne recommande pas. https://example.com/commande/825",negatif,2,fr
AV0826,2026-05-13,mobile,SmartWatch Pro,"Je viens de recevoir le produit, à voir dans le temps.",neutre,3,fr
AV0827,2026-01-06,email,Tablette TabPlus,"@client Je recommande vivement, tout fonctionne parfaitement.",positif,5,fr
AV0828,2026-04-28,email,SmartPhone Y,"Très bon produit, la qualité est au rendez-vous.",positif,5,fr
AV0829,2026-03-01,email,SmartWatch Pro,Très  satisfait  de  mon  achat  👍,positif,5,fr
AV0830,2026-07-07,web,Ordinateur NovaBook,Très  satisfait  de  mon  achat  👍,positif,5,fr
AV0831,2026-07-31,réseaux_sociaux,SmartPhone X,Livraison rapide et produit conforme à mes attentes. https://example.com/commande/831,positif,5,fr
AV0832,2026-01-21,web,SmartWatch Pro,"Produit excellent, je suis très satisfait. #avis",positif,5,fr
AV0833,2026-08-11,mobile,Ordinateur NovaBook,SERVICE CLIENT RÉACTIF ET COMMANDE REÇUE RAPIDEMENT.,positif,5,fr
AV0834,2026-01-14,email,Tablette TabPlus,Le produit correspond globalement à la description. #avis,neutre,4,fr
AV0835,2026-06-28,mobile,SmartPhone Y,La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr
AV0836,2026-01-24,mobile,Écouteurs AirSound,Excellent rapport qualité-prix.,positif,5,fr
AV0837,2026-03-28,web,Écouteurs AirSound,Livraison rapide et produit conforme à mes attentes. !!!,positif,5,fr
AV0838,2026-03-09,web,Écouteurs AirSound,"Produit parfait, rien à signaler. #avis",positif,4,fr
AV0839,2026-05-24,mobile,Écouteurs AirSound,Livraison rapide et produit conforme à mes attentes. https://example.com/commande/839,positif,5,fr
AV0840,2026-03-05,mobile,SmartPhone X,"Produit parfait, rien à signaler.",positif,5,fr
AV0841,2026-01-29,sav,Écouteurs AirSound,LA BATTERIE TIENT VRAIMENT BIEN ET L'ÉCRAN EST SUPERBE.,positif,5,fr
AV0842,2026-06-02,web,SmartWatch Pro,@client La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr
AV0843,2026-06-09,mobile,Écouteurs AirSound,Très satisfait de mon achat 👍 https://example.com/commande/843,positif,5,fr
AV0844,2026-02-09,web,SmartPhone X,"@client Je recommande vivement, tout fonctionne parfaitement.",positif,5,fr
AV0845,2026-08-11,email,SmartPhone X,"Je viens de recevoir le produit, à voir dans le temps. !!!",neutre,3,fr
AV0846,2026-05-01,web,SmartWatch Pro,"Très bonne expérience, simple et efficace. https://example.com/commande/846",positif,4,fr
AV0847,2026-05-14,email,Tablette TabPlus,"Je recommande vivement, tout fonctionne parfaitement.",positif,5,fr
AV0848,2026-05-30,réseaux_sociaux,SmartPhone X,"Produit excellent, je suis très satisfait. #avis",positif,5,fr
AV0849,2026-07-22,réseaux_sociaux,SmartWatch Pro,"Très  bonne  expérience,  simple  et  efficace.",positif,4,fr
AV0850,2026-06-19,email,Ordinateur NovaBook,"Très bon produit, la qualité est au rendez-vous. #avis",positif,4,fr
AV0851,2026-01-05,email,Ordinateur NovaBook,"MAUVAISE EXPÉRIENCE, JE NE RECOMMANDE PAS.",negatif,2,fr
AV0852,2026-08-20,email,Écouteurs AirSound,"PRODUIT PARFAIT, RIEN À SIGNALER.",positif,5,fr
AV0853,2026-02-20,réseaux_sociaux,Écouteurs AirSound,La batterie se décharge beaucoup trop vite. !!!,negatif,2,fr
AV0854,2026-08-25,réseaux_sociaux,SmartWatch Pro,"Produit  excellent,  je  suis  très  satisfait.",positif,4,fr
AV0855,2026-03-30,email,SmartWatch Pro,Livraison rapide et produit conforme à mes attentes.,positif,5,fr
AV0856,2026-07-27,web,Ordinateur NovaBook,"Produit parfait, rien à signaler. 😊",positif,5,fr
AV0857,2026-03-13,mobile,SmartPhone Y,"Produit excellent, je suis trèèès satisfait.",positif,5,fr
AV0858,2026-07-06,sav,Tablette TabPlus,LIVRAISON RAPIDE ET PRODUIT CONFORME À MES ATTENTES.,positif,5,fr
AV0859,2026-03-03,réseaux_sociaux,SmartPhone Y,La livraison a été très longue. #avis,negatif,2,fr
AV0860,2026-04-25,réseaux_sociaux,SmartPhone Y,@client Très satisfait de mon achat 👍,positif,5,fr
AV0861,2026-06-25,mobile,SmartPhone Y,Très satisfait de mon achat 👍,positif,5,fr
AV0862,2026-06-17,réseaux_sociaux,SmartPhone Y,Service client réactif et commande reçue rapidement. !!!,positif,5,fr
AV0863,2026-08-03,mobile,Ordinateur NovaBook,@client Livraison rapide et produit conforme à mes attentes.,positif,4,fr
AV0864,2026-03-19,sav,Ordinateur NovaBook,Service client réactif et commande reçue rapidement. #avis,positif,5,fr
AV0865,2026-07-19,mobile,SmartPhone X,Le produit ne fonctionne déjà plus. !!!,negatif,2,fr
AV0866,2026-06-05,réseaux_sociaux,Tablette TabPlus,Très satisfait de mon achat 👍 😊,positif,4,fr
AV0867,2026-04-02,web,Ordinateur NovaBook,"Je recommande vivement, tout fonctionne parfaitement.",positif,5,fr
AV0868,2026-07-02,email,SmartPhone Y,"Je viens de recevoir le produit, à voir dans le temps. https://example.com/commande/868",neutre,3,fr
AV0869,2026-02-11,mobile,SmartPhone Y,Qualité décevante pour ce prix. !!!,negatif,2,fr
AV0870,2026-02-26,mobile,SmartPhone Y,"Très bonne expérience, simple et efficace. #avis",positif,4,fr
AV0871,2026-06-26,email,Écouteurs AirSound,Très satisfait de mon achat 👍 https://example.com/commande/871,positif,5,fr
AV0872,2026-06-05,sav,Ordinateur NovaBook,Le service client n'a pas répondu à ma demande.,negatif,2,fr
AV0873,2026-04-26,sav,SmartPhone X,"PRODUIT PARFAIT, RIEN À SIGNALER.",positif,4,fr
AV0874,2026-05-23,sav,Tablette TabPlus,Le service client n'a pas répondu à ma demande.,negatif,1,fr
AV0875,2026-04-23,sav,SmartWatch Pro,La livraison s'est déroulée normalement. 😊,neutre,3,fr
AV0876,2026-04-19,email,Tablette TabPlus,L'utilisation est assez simple. !!!,neutre,3,fr
AV0877,2026-08-01,sav,SmartPhone X,"Produit reçu endommagé, je suis mécontent. https://example.com/commande/877",negatif,2,fr
AV0878,2026-02-04,sav,Écouteurs AirSound,La livraison s'est déroulée normalement.,neutre,3,fr
AV0879,2026-06-01,mobile,Écouteurs AirSound,Livraison rapide et produit conforme à mes attentes. https://example.com/commande/879,positif,4,fr
AV0880,2026-01-24,web,Ordinateur NovaBook,LIVRAISON RAPIDE ET PRODUIT CONFORME À MES ATTENTES.,positif,5,fr
AV0881,2026-07-01,sav,Ordinateur NovaBook,"Très bon produit, la qualité est au rendez-vous.",positif,5,fr
AV0882,2026-04-07,réseaux_sociaux,Écouteurs AirSound,"Je viens de recevoir le produit, à voir dans le temps. !!!",neutre,4,fr
AV0883,2026-02-11,mobile,SmartPhone Y,La batterie tient vraiment bien et l'écran est superbe. !!!,positif,5,fr
AV0884,2026-03-21,sav,SmartWatch Pro,L'utilisation est assez simple. 😊,neutre,3,fr
AV0885,2026-01-01,réseaux_sociaux,SmartWatch Pro,Livraison  rapide  et  produit  conforme  à  mes  attentes.,positif,4,fr
AV0886,2026-07-26,web,Tablette TabPlus,Excellent rapport qualité-prix.,positif,5,fr
AV0887,2026-04-27,sav,Écouteurs AirSound,La livraison a été très longue. https://example.com/commande/887,negatif,1,fr
AV0888,2026-03-13,réseaux_sociaux,Ordinateur NovaBook,très mauvais produit 😡😡 http://example.com @support #déception,positif,4,fr
AV0889,2026-02-07,web,Ordinateur NovaBook,"Produit excellent, je suis très satisfait. !!!",positif,5,fr
AV0890,2026-03-26,web,SmartPhone X,OK,positif,5,fr
AV0891,2026-06-06,réseaux_sociaux,Tablette TabPlus,Livraison rapide et produit conforme à mes attentes. 😊,positif,5,fr
AV0892,2026-08-27,web,SmartPhone X,@client L'utilisation est assez simple.,neutre,3,fr
AV0893,2026-07-29,web,Écouteurs AirSound,Produit correct pour son prix. #avis,neutre,3,fr
AV0894,2026-02-04,web,Ordinateur NovaBook,Produit correct pour son prix. https://example.com/commande/894,neutre,3,fr
AV0895,2026-02-23,mobile,Tablette TabPlus,Le service client n'a pas répondu à ma demande.,negatif,2,fr
AV0896,2026-04-20,réseaux_sociaux,SmartWatch Pro,Excellent rapport qualité-prix. 😊,positif,4,fr
AV0897,2026-05-14,sav,Écouteurs AirSound,Livraison rapide et produit conforme à mes attentes. https://example.com/commande/897,positif,5,fr
AV0898,2026-02-19,web,SmartPhone X,La livraison s'est déroulée normalement. 😊,neutre,4,fr
AV0899,2026-04-16,web,SmartWatch Pro,"Je recommande vivement, tout fonctionne parfaitement. #avis",positif,4,fr
AV0900,2026-06-26,email,SmartWatch Pro,"Produit  excellent,  je  suis  très  satisfait.",positif,5,fr
AV0901,2026-05-21,email,SmartPhone X,Produit correct pour son prix.,neutre,3,fr
AV0902,2026-07-05,réseaux_sociaux,Tablette TabPlus,La batterie tient vraiment bien et l'écran est superbe. #avis,positif,5,fr
AV0903,2026-08-02,email,Ordinateur NovaBook,@client La livraison a été très longue.,negatif,1,fr
AV0904,2026-05-04,mobile,Ordinateur NovaBook,"Produit excellent, je suis très satisfait. !!!",positif,5,fr
AV0905,2026-08-26,web,Tablette TabPlus,Excellent rapport qualité-prix. #avis,positif,5,fr
AV0906,2026-01-05,mobile,Tablette TabPlus,"Produit parfait, rien à signaler.",positif,5,fr
AV0907,2026-03-13,web,SmartWatch Pro,Le produit correspond globalement à la description. !!!,neutre,3,fr
AV0908,2026-02-17,réseaux_sociaux,SmartPhone X,"Produit reçu endommagé, je suis mécontent. #avis",negatif,2,fr
AV0909,2026-03-11,sav,SmartPhone X,"Mauvaise expérience, je ne recommande pas.",negatif,2,fr
AV0910,2026-08-01,email,SmartPhone Y,La batterie tient vraiment bien et l'écran est superbe. https://example.com/commande/910,positif,5,fr
AV0911,2026-07-20,web,SmartPhone Y,"@client Très bon produit, la qualité est au rendez-vous.",positif,5,fr
AV0912,2026-08-20,réseaux_sociaux,SmartPhone Y,Très déçu par ce produit. https://example.com/commande/912,negatif,2,fr
AV0913,2026-07-18,email,SmartPhone Y,"Produit parfait, rien à signaler. 😊",positif,5,fr
AV0914,2026-02-22,web,Écouteurs AirSound,"Je viens de recevoir le produit, à voir dans le temps. !!!",neutre,3,fr
AV0915,2026-08-27,web,Ordinateur NovaBook,"Produit excellent, je suis très satisfait. 😊",positif,4,fr
AV0916,2026-08-16,web,SmartPhone X,Produit correct pour son prix. https://example.com/commande/916,neutre,3,fr
AV0917,2026-06-13,mobile,SmartWatch Pro,"Produit excellent, je suis très satisfait. 😊",positif,5,fr
AV0918,2026-03-23,sav,Ordinateur NovaBook,"Très bonne expérience, simple et efficace.",positif,5,fr
AV0919,2026-01-30,web,Tablette TabPlus,Livraison rapide et produit conforme à mes attentes. 😊,positif,5,fr
AV0920,2026-03-31,réseaux_sociaux,SmartWatch Pro,"Je recommande vivement, tout fonctionne parfaitement.",positif,4,fr
AV0921,2026-02-13,web,SmartWatch Pro,Très  satisfait  de  mon  achat  👍,positif,5,fr
AV0922,2026-01-13,mobile,SmartPhone X,"Produit parfait, rien à signaler. https://example.com/commande/922",positif,5,fr
AV0923,2026-01-14,web,Écouteurs AirSound,"Très bon produit, la qualité est au rendez-vous. #avis",positif,4,fr
AV0924,2026-03-21,email,SmartPhone Y,@client Très satisfait de mon achat 👍,positif,5,fr
AV0925,2026-08-25,sav,Tablette TabPlus,"JE VIENS DE RECEVOIR LE PRODUIT, À VOIR DANS LE TEMPS.",neutre,4,fr
AV0926,2026-03-21,sav,Écouteurs AirSound,"Très bon produit, la qualité est au rendez-vous. https://example.com/commande/926",positif,5,fr
AV0927,2026-08-22,email,Écouteurs AirSound,Livraison rapide et produit conforme à mes attentes. 😊,positif,5,fr
AV0928,2026-05-05,web,SmartPhone X,La batterie tient vraiment bien et l'écran est superbe. https://example.com/commande/928,positif,5,fr
AV0929,2026-08-05,mobile,SmartWatch Pro,Excellent rapport qualité-prix. https://example.com/commande/929,positif,5,fr
AV0930,2026-05-11,web,Écouteurs AirSound,"Je viens de recevoir le produit, à voir dans le temps. !!!",neutre,4,fr
AV0931,2026-06-16,web,SmartWatch Pro,Produit correct pour son prix.,neutre,3,fr
AV0932,2026-03-03,réseaux_sociaux,SmartPhone Y,Très satisfait de mon achat 👍 #avis,positif,5,fr
AV0933,2026-03-29,mobile,Ordinateur NovaBook,SERVICE CLIENT RÉACTIF ET COMMANDE REÇUE RAPIDEMENT.,positif,5,fr
AV0934,2026-05-20,mobile,SmartPhone Y,@client Très satisfait de mon achat 👍,positif,5,fr
AV0935,2026-01-30,réseaux_sociaux,Tablette TabPlus,La qualité est correcte sans être exceptionnelle. https://example.com/commande/935,neutre,3,fr
AV0936,2026-03-20,sav,SmartPhone X,Excellent rapport qualité-prix. !!!,positif,4,fr
AV0937,2026-06-15,web,SmartPhone X,La batterie tient vraiment bien et l'écran est superbe. https://example.com/commande/937,positif,5,fr
AV0938,2026-07-13,mobile,Ordinateur NovaBook,Très satisfait de mon achat 👍,positif,5,fr
AV0939,2026-02-20,mobile,Ordinateur NovaBook,Service client réactif et commande reçue rapidement. https://example.com/commande/939,positif,5,fr
AV0940,2026-07-03,email,SmartPhone X,Le produit ne fonctionne déjà plus. #avis,negatif,2,fr
AV0941,2026-01-16,email,Tablette TabPlus,Livraison rapide et produit conforme à mes attentes. 😊,positif,5,fr
AV0942,2026-08-09,email,SmartPhone X,"MAUVAISE EXPÉRIENCE, JE NE RECOMMANDE PAS.",negatif,1,fr
AV0943,2026-04-14,sav,Écouteurs AirSound,La batterie tient vraiment bien et l'écran est superbe. #avis,positif,5,fr
AV0944,2026-02-18,réseaux_sociaux,Écouteurs AirSound,Excellent rapport qualité-prix. !!!,positif,5,fr
AV0945,2026-03-15,mobile,SmartPhone Y,L'utilisation est assez simple. !!!,neutre,3,fr
AV0946,2026-06-18,sav,SmartPhone Y,Livraison rapide et produit conforme à mes attentes. https://example.com/commande/946,positif,4,fr
AV0947,2026-06-09,mobile,Écouteurs AirSound,Excellent rapport qualité-prix. #avis,positif,5,fr
AV0948,2026-02-27,mobile,Écouteurs AirSound,@client Service client réactif et commande reçue rapidement.,positif,5,fr
AV0949,2026-03-10,sav,Tablette TabPlus,"Je recommande vivement, tout fonctionne parfaitement.",positif,5,fr
AV0950,2026-06-30,email,SmartPhone X,"Produit excellent, je suis très satisfait. https://example.com/commande/950",positif,4,FR
AV0951,2026-08-08,WEB,Écouteurs AirSound,Livraison rapide et produit conforme à mes attentes.,positif,4,fr
AV0952,2026-06-11,web,Ordinateur NovaBook,   ,positif,4,fr
AV0953,2026-08-20,email,Tablette TabPlus,super produit!!!!!!!!!!!!!!!!!!!!!!!!,positif,5,fr
AV0954,2026-08-20,sav,Tablette TabPlus,L'utilisation est assez simple.,neutre,3,fr
AV0955,2026-03-16,mobile,SmartPhone X,Produit correct pour son prix. 😊,neutre,3,fr
AV0956,2026-07-06,réseaux_sociaux,SmartWatch Pro,La qualité est correcte sans être exceptionnelle. 😊,neutre,4,fr
AV0957,2026-05-27,web,Ordinateur NovaBook,Très satisfait de mon achat 👍 !!!,positif,5,fr
AV0958,2026-05-05,web,SmartPhone Y,Très déçu par ce produit. 😊,negatif,2,fr
AV0959,2026-06-07,email,SmartWatch Pro,"Très bonne expérience, simple et efficace. !!!",positif,5,fr
AV0960,2026-08-21,réseaux_sociaux,Ordinateur NovaBook,La batterie se décharge beaucoup trop vite. !!!,negatif,1,fr
AV0961,2026-03-08,mobile,Écouteurs AirSound,La batterie tient vraiment bien et l'écran est superbe. !!!,positif,5,fr
AV0962,2026-02-07,réseaux_sociaux,SmartPhone Y,LA BATTERIE TIENT VRAIMENT BIEN ET L'ÉCRAN EST SUPERBE.,positif,4,fr
AV0963,2026-06-19,sav,Ordinateur NovaBook,L'utilisation  est  assez  simple.,neutre,3,fr
